"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 14:20:23 GMT 2023","Tue May 02 14:20:23 GMT 2023","223","","ContactTest","","ContactTest","testFillContact","Üzenetküldés tesztelése",""
"broken","Tue May 02 14:20:26 GMT 2023","Tue May 02 14:20:26 GMT 2023","267","","ButtonsTest","","ButtonsTest","testContactButton","Get in touch button test",""
"broken","Tue May 02 14:20:25 GMT 2023","Tue May 02 14:20:25 GMT 2023","269","","ButtonsTest","","ButtonsTest","testAboutButton","About button test",""
"broken","Tue May 02 14:20:27 GMT 2023","Tue May 02 14:20:27 GMT 2023","217","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginWithEmptyInput","Bejelentkezés üres mezőkkel",""
"broken","Tue May 02 14:20:25 GMT 2023","Tue May 02 14:20:26 GMT 2023","213","","ButtonsTest","","ButtonsTest","testConnectWithUs","Connect With Us button test",""
"broken","Tue May 02 14:20:22 GMT 2023","Tue May 02 14:20:22 GMT 2023","225","","RegistrationTest","","RegistrationTest","testRegistrationValidData","Regisztráció helyes adatokkal","Regisztráció tesztelése megfelelő formátumú adatokkal"
"broken","Tue May 02 14:20:23 GMT 2023","Tue May 02 14:20:24 GMT 2023","272","","ProfileTest","","ProfileTest","testDeleteProfileAndLogin","Profil törlése és belépés",""
"broken","Tue May 02 14:20:21 GMT 2023","Tue May 02 14:20:22 GMT 2023","229","","RegistrationTest","","RegistrationTest","testRegistrationInvalidData","Regisztráció helytelen adatokkal","Regisztráció tesztelése nem megfelelő formátumú adatokkal"
"broken","Tue May 02 14:20:27 GMT 2023","Tue May 02 14:20:28 GMT 2023","213","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginWithValidUser","Bejelentkezés érvényes adatokkal",""
"broken","Tue May 02 14:20:24 GMT 2023","Tue May 02 14:20:24 GMT 2023","226","","ProfileTest","","ProfileTest","testModify","A profil adatainak módosítása,beviteli mezők tesztelése",""
"broken","Tue May 02 14:20:26 GMT 2023","Tue May 02 14:20:27 GMT 2023","213","","ButtonsTest","","ButtonsTest","testProfileButton","Profile button test",""
"broken","Tue May 02 14:20:23 GMT 2023","Tue May 02 14:20:23 GMT 2023","207","","ProfileTest","","ProfileTest","testDeleteData","Adatok törlése",""
"broken","Tue May 02 14:20:24 GMT 2023","Tue May 02 14:20:24 GMT 2023","214","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditionsAcceptAndRefresh","'Terms and conditions' elfogadása majd frissítés","'Terms and conditions' elfogadása, majd ellenőrzés, hogy ismét megjelenik-e"
"broken","Tue May 02 14:20:24 GMT 2023","Tue May 02 14:20:25 GMT 2023","212","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditionsAfterClick","'Terms and conditions' elfogadása","A 'Terms and conditions' ablak felugrik és a felhasználó el tudja fogadni"
"broken","Tue May 02 14:20:24 GMT 2023","Tue May 02 14:20:24 GMT 2023","216","","ProfileTest","","ProfileTest","testEditProfile","A profil adatainak módosítása",""
"broken","Tue May 02 14:20:24 GMT 2023","Tue May 02 14:20:24 GMT 2023","211","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditions","'Terms and conditions' megjelenése","A 'Terms and conditions' ablak láthatóságának tesztelése"
"broken","Tue May 02 14:20:26 GMT 2023","Tue May 02 14:20:26 GMT 2023","213","","ButtonsTest","","ButtonsTest","testPortfolioButton","Portfolio button test",""
"broken","Tue May 02 14:20:17 GMT 2023","Tue May 02 14:20:21 GMT 2023","3917","","RegistrationTest","","RegistrationTest","testRegistrationAndVerify","Regisztráció és ellenőrzés","Egy felhasználó létrehozása majd azzal történő bejelentkezés"
"broken","Tue May 02 14:20:21 GMT 2023","Tue May 02 14:20:21 GMT 2023","284","","RegistrationTest","","RegistrationTest","testRegistrationEmptyFields","Regisztráció üres mezőkkel","Regisztráció tesztelése a mezők kitöltése nélkül"
"broken","Tue May 02 14:20:22 GMT 2023","Tue May 02 14:20:22 GMT 2023","214","","AboutTest","","AboutTest","testSaveTextFromAboutPage","Leírás ellenőrzése",""
