"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Tue May 02 14:17:51 GMT 2023","Tue May 02 14:17:51 GMT 2023","211","","ButtonsTest","","ButtonsTest","testHomeButton","Home button test",""
"broken","Tue May 02 14:17:48 GMT 2023","Tue May 02 14:17:48 GMT 2023","221","","PortfolioTest","","PortfolioTest","testGetProducts","Termék nevek ellenőrzése",""
"broken","Tue May 02 14:17:51 GMT 2023","Tue May 02 14:17:51 GMT 2023","212","","ButtonsTest","","ButtonsTest","testPortfolioButton","Portfolio button test",""
"broken","Tue May 02 14:17:50 GMT 2023","Tue May 02 14:17:50 GMT 2023","211","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditionsAfterClick","'Terms and conditions' elfogadása","A 'Terms and conditions' ablak felugrik és a felhasználó el tudja fogadni"
"broken","Tue May 02 14:17:49 GMT 2023","Tue May 02 14:17:49 GMT 2023","213","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditions","'Terms and conditions' megjelenése","A 'Terms and conditions' ablak láthatóságának tesztelése"
"broken","Tue May 02 14:17:47 GMT 2023","Tue May 02 14:17:47 GMT 2023","217","","RegistrationTest","","RegistrationTest","testRegistrationInvalidData","Regisztráció helytelen adatokkal","Regisztráció tesztelése nem megfelelő formátumú adatokkal"
"broken","Tue May 02 14:17:51 GMT 2023","Tue May 02 14:17:51 GMT 2023","210","","ButtonsTest","","ButtonsTest","testConnectWithUs","Connect With Us button test",""
"broken","Tue May 02 14:17:49 GMT 2023","Tue May 02 14:17:50 GMT 2023","214","","TermsAndConditionsTest","","TermsAndConditionsTest","testTermsAndConditionsAcceptAndRefresh","'Terms and conditions' elfogadása majd frissítés","'Terms and conditions' elfogadása, majd ellenőrzés, hogy ismét megjelenik-e"
"broken","Tue May 02 14:17:47 GMT 2023","Tue May 02 14:17:47 GMT 2023","204","","AboutTest","","AboutTest","getNamesTest","Dolgozók nevének ellenőrzése",""
"broken","Tue May 02 14:17:53 GMT 2023","Tue May 02 14:17:53 GMT 2023","211","","LoginAndLogoutTest","","LoginAndLogoutTest","testLogout","Kijelentkezés",""
"broken","Tue May 02 14:17:48 GMT 2023","Tue May 02 14:17:48 GMT 2023","212","","ProfileTest","","ProfileTest","testDeleteData","Adatok törlése",""
"broken","Tue May 02 14:17:52 GMT 2023","Tue May 02 14:17:53 GMT 2023","212","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginWithInvalidUser","Bejelentkezés helytelen adatokkal",""
"broken","Tue May 02 14:17:48 GMT 2023","Tue May 02 14:17:49 GMT 2023","211","","ProfileTest","","ProfileTest","testDeleteProfile","Profil törlése",""
"broken","Tue May 02 14:17:47 GMT 2023","Tue May 02 14:17:47 GMT 2023","217","","RegistrationTest","","RegistrationTest","testRegistrationValidData","Regisztráció helyes adatokkal","Regisztráció tesztelése megfelelő formátumú adatokkal"
"broken","Tue May 02 14:17:48 GMT 2023","Tue May 02 14:17:48 GMT 2023","224","","ContactTest","","ContactTest","testFillContact","Üzenetküldés tesztelése",""
"broken","Tue May 02 14:17:52 GMT 2023","Tue May 02 14:17:52 GMT 2023","216","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginMultipleUsers","Bejelentkezés több felhasználóval",""
"broken","Tue May 02 14:17:50 GMT 2023","Tue May 02 14:17:51 GMT 2023","213","","ButtonsTest","","ButtonsTest","testBlogButton","Blog button test",""
"broken","Tue May 02 14:17:53 GMT 2023","Tue May 02 14:17:53 GMT 2023","211","","LoginAndLogoutTest","","LoginAndLogoutTest","testLoginWithValidUser","Bejelentkezés érvényes adatokkal",""
